"縣市鄉鎮","物資存放點","主/次分類","條碼號","品名","最小單位規格","庫存數量","單位","保存期限"
" 臺北市   大安區 "," 台北市幸安國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 30 "," 包 "," 1071001 "
" 臺北市   大安區 "," 台北市龍門國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 25 "," 包 "," 1071001 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 336 "," 包 "," 1050402 "
" 臺北市   中山區 "," 臺北市五常國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 100 "," 包 "," 1050402 "
" 臺北市   北投區 "," 臺北市逸仙國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 27 "," 包 "," 1050902 "
" 臺北市   北投區 "," 臺北市北投國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 30 "," 包 "," 1050902 "
" 臺北市   南港區 "," 台北市成德國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 50 "," 包 "," 1081001 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 40 "," 包 "," 1081001 "
" 臺北市   中正區 "," 臺北市立弘道國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 40 "," 包 "," 1071025 "
" 臺北市   萬華區 "," 台北市東園國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 10 "," 包 "," 1070402 "
" 臺北市   大安區 "," 台北市民族國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 50 "," 包 "," 1071001 "
" 臺北市   松山區 "," 台北市中崙高中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 25 "," 包 "," 1071001 "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 22 "," 包 "," 1071001 "
" 臺北市   南港區 "," 台北市南港國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 40 "," 包 "," 1081001 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 100 "," 包 "," 1070402 "
" 臺北市   內湖區 "," 台北市麗山國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 20 "," 包 "," 1050730 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 49 "," 包 "," 1050902 "
" 臺北市   北投區 "," 臺北市新民國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 30 "," 包 "," 1050902 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 50 "," 包 "," 1060902 "
" 臺北市   文山區 "," 臺北市萬興國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 40 "," 包 "," 1070202 "
" 臺北市   信義區 "," 台北市吳興國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 50 "," 包 "," 1071001 "
" 臺北市   大安區 "," 台北市大安國小 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 50 "," 個 ","  "
" 臺北市   信義區 "," 台北市信義國中 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 24 "," 個 ","  "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 56 "," 個 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 80 "," 個 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 57 "," 個 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 40 "," 個 ","  "
" 臺北市   大安區 "," 台北市龍門國中 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 20 "," 個 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 72 "," 個 ","  "
" 臺北市   信義區 "," 台北市吳興國小 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 20 "," 個 ","  "
" 臺北市   中山區 "," 臺北市新興國中 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 34 "," 個 ","  "
" 臺北市   南港區 "," 台北市南港國小 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 15 "," 個 ","  "
" 臺北市   士林區 "," 臺北市格致國中 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 30 "," 個 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 30 "," 個 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 50 "," 個 ","  "
" 臺北市   大安區 "," 台北市民族國中 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 52 "," 個 ","  "
" 臺北市   南港區 "," 台北市成德國中 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 15 "," 個 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 150 "," 個 ","  "
" 臺北市   士林區 "," 台北市至善國中 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 37 "," 個 ","  "
" 臺北市   信義區 "," 台北市興雅國中 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 20 "," 個 ","  "
" 臺北市   士林區 "," 台北市士林國小 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 29 "," 個 ","  "
" 臺北市   士林區 "," 台北市福林國小 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 30 "," 個 ","  "
" 臺北市   信義區 "," 台北市博愛國小 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 20 "," 個 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 50 "," 個 ","  "
" 臺北市   文山區 "," 臺北市萬興國小 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 20 "," 個 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 64 "," 個 ","  "
" 臺北市   大安區 "," 台北市幸安國小 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 30 "," 個 ","  "
" 臺北市   中山區 "," 臺北市五常國中 "," 日用品類 / 衛生用品 "," 4041080 --"," 臉盆 "," 1個／個 "," 40 "," 個 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041090 --"," 洗髮精 "," 1罐／罐 "," 280 "," 罐 "," 1050913 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041090 --"," 洗髮精 "," 1罐／罐 "," 86 "," 罐 "," 1071209 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041090 --"," 洗髮精 "," 1罐／罐 "," 280 "," 罐 "," 1070609 "
" 臺北市   信義區 "," 台北市博愛國小 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 50 "," 條 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 100 "," 條 ","  "
" 臺北市   文山區 "," 臺北市萬興國小 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 50 "," 條 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 60 "," 條 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 120 "," 條 ","  "
" 臺北市   信義區 "," 台北市信義國中 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 91 "," 條 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 107 "," 條 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 92 "," 條 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 479 "," 條 ","  "
" 臺北市   信義區 "," 台北市吳興國小 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 50 "," 條 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 211 "," 條 ","  "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 417 "," 條 ","  "
" 臺北市   信義區 "," 台北市興雅國中 "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 90 "," 條 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041100 --"," 毛巾 "," 1條／條 "," 503 "," 條 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 衛生用品 "," 4041110 --"," 浴巾 "," 1條／條 "," 44 "," 條 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041110 --"," 浴巾 "," 1條／條 "," 36 "," 條 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 日用品類 / 衛生用品 "," 4041110 --"," 浴巾 "," 1條／條 "," 30 "," 條 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 日用品類 / 衛生用品 "," 4041120 --"," 成人口罩 "," 1個／個 "," 340 "," 個 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041120 --"," 成人口罩 "," 1個／個 "," 500 "," 個 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 2 "," 包 "," 1050718 "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 1 "," 包 "," 1051021 "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 2 "," 包 "," 1060311 "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 3 "," 包 "," 1051115 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 1 "," 包 "," 1070518 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 6 "," 包 "," 1070419 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 1 "," 包 "," 1070326 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 1 "," 包 "," 1061103 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 8 "," 包 "," 1061014 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 2 "," 包 "," 1061103 "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 1 "," 包 "," 1060226 "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 1 "," 包 "," 1060305 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 1 "," 包 "," 1070308 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 2 "," 包 "," 1060304 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041140 --"," 成人尿布褲 "," 1包／包 "," 1 "," 包 "," 1070419 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1070505 "
" 臺北市   中山區 "," 臺北市五常國中 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1050812 "
" 臺北市   中山區 "," 臺北市新興國中 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1050812 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 2 "," 包 "," 1061210 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1061121 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 3 "," 包 "," 1060920 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1070325 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1061031 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 5 "," 包 "," 1060711 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1070715 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1070806 "
" 臺北市   文山區 "," 台北市安康平價住宅 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 2 "," 包 "," 1060219 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1060131 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1050522 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1051219 "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1041022 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 2 "," 包 "," 1050701 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1050701 "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 5 "," 包 "," 1050821 "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 4 "," 包 "," 1051019 "
" 臺北市   中山區 "," 臺北市新興國中 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1050802 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1070330 "
" 臺北市   中山區 "," 臺北市五常國中 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1050802 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1070424 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1061104 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1050805 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1060812 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 1 "," 包 "," 1050701 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 衛生用品 "," 4041150 --"," 兒童尿布褲 "," 1包／包 "," 3 "," 包 "," 1051209 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 192 "," 個 ","  "
" 臺北市   信義區 "," 台北市興雅國中 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 90 "," 個 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 366 "," 個 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 17 "," 個 ","  "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 22 "," 個 ","  "
" 臺北市   松山區 "," 台北市民權國小 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 25 "," 個 ","  "
" 臺北市   士林區 "," 台北市至善國中 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 30 "," 個 ","  "
" 臺北市   信義區 "," 台北市吳興國小 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 50 "," 個 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 50 "," 個 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 50 "," 個 ","  "
" 臺北市   松山區 "," 台北市中崙高中 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 25 "," 個 ","  "
" 臺北市   士林區 "," 台北市士林國小 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 30 "," 個 ","  "
" 臺北市   信義區 "," 台北市博愛國小 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 50 "," 個 ","  "
" 臺北市   信義區 "," 台北市信義國中 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 90 "," 個 ","  "
" 臺北市   士林區 "," 台北市福林國小 "," 日用品類 / 衛生用品 "," 4041170 --"," 漱口杯 "," 1個／個 "," 30 "," 個 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 衛生用品 "," 4041180 --"," 刮鬍刀 "," 1支／支 "," 50 "," 支 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 衛生用品 "," 4041180 --"," 刮鬍刀 "," 1支／支 "," 30 "," 支 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 日用品類 / 衛生用品 "," 4041190 --"," 垃圾袋 "," 1包／包 "," 1 "," 包 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 衛生用品 "," 4041190 --"," 垃圾袋 "," 1包／包 "," 5 "," 包 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 衛生用品 "," 4041190 --"," 垃圾袋 "," 1包／包 "," 19 "," 包 ","  "
" 臺北市   文山區 "," 臺北市景興國小 "," 日用品類 / 免洗餐具 "," 4042200 --"," 碗 "," 1個／個 "," 50 "," 個 ","  "
" 臺北市   文山區 "," 臺北市景興國中 "," 日用品類 / 免洗餐具 "," 4042200 --"," 碗 "," 1個／個 "," 98 "," 個 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 免洗餐具 "," 4042200 --"," 碗 "," 1個／個 "," 2000 "," 個 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 日用品類 / 免洗餐具 "," 4042200 --"," 碗 "," 1個／個 "," 1200 "," 個 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 免洗餐具 "," 4042200 --"," 碗 "," 1個／個 "," 245 "," 個 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 免洗餐具 "," 4042210 --"," 筷子 "," 1雙／雙 "," 50 "," 雙 ","  "
" 臺北市   文山區 "," 臺北市景興國小 "," 日用品類 / 免洗餐具 "," 4042210 --"," 筷子 "," 1雙／雙 "," 50 "," 雙 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 免洗餐具 "," 4042210 --"," 筷子 "," 1雙／雙 "," 2000 "," 雙 ","  "
" 臺北市   文山區 "," 臺北市景興國中 "," 日用品類 / 免洗餐具 "," 4042210 --"," 筷子 "," 1雙／雙 "," 87 "," 雙 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 免洗餐具 "," 4042210 --"," 筷子 "," 1雙／雙 "," 246 "," 雙 ","  "
" 臺北市   文山區 "," 臺北市景興國中 "," 日用品類 / 免洗餐具 "," 4042220 --"," 杯子 "," 1個／個 "," 24 "," 個 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 免洗餐具 "," 4042220 --"," 杯子 "," 1個／個 "," 83 "," 個 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 免洗餐具 "," 4042220 --"," 杯子 "," 1個／個 "," 171 "," 個 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 日用品類 / 免洗餐具 "," 4042220 --"," 杯子 "," 1個／個 "," 100 "," 個 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 免洗餐具 "," 4042220 --"," 杯子 "," 1個／個 "," 98 "," 個 ","  "
" 臺北市   文山區 "," 臺北市景興國小 "," 日用品類 / 免洗餐具 "," 4042220 --"," 杯子 "," 1個／個 "," 30 "," 個 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 免洗餐具 "," 4042220 --"," 杯子 "," 1個／個 "," 100 "," 個 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 224 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義國中 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 115 "," 件 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 67 "," 件 ","  "
" 臺北市   信義區 "," 台北市興雅國中 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 100 "," 件 ","  "
" 臺北市   信義區 "," 台北市博愛國小 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 222 "," 件 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 11 "," 件 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 200 "," 件 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 100 "," 件 "," 1100910 "
" 臺北市   信義區 "," 台北市吳興國小 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   文山區 "," 臺北市萬興國小 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 206 "," 件 ","  "
" 臺北市   文山區 "," 台北市安康平價住宅 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 73 "," 件 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 100 "," 件 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 438 "," 件 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 300 "," 件 "," 11008 "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 雨具 "," 4043240 --"," 雨衣 "," 1件／件 "," 250 "," 件 "," 1100910 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 雨具 "," 4043250 --"," 雨傘 "," 1隻／隻 "," 20 "," 隻 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 雨具 "," 4043250 --"," 雨傘 "," 1隻／隻 "," 40 "," 隻 ","  "
